?city ?year ?population .
<http://dbpedia.org/resource/Mesa%20%28AZ%29> "2005" "442780"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Mesquite%20%28TX%29> "2005" "129902"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Miami> "2005" "386417"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Milwaukee> "2005" "578887"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Minneapolis> "2005" "372811"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Miramar%20%28FL%29> "2005" "106623"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Mobile%20%28AL%29> "2005" "191544"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Modesto> "2005" "207011"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Montgomery%20%28AL%29> "2005" "200127"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Moreno%20Valley> "2005" "178367"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Naperville> "2005" "141579"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Nashville-Davidson> "2005" "549110"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/New%20Haven> "2005" "124791"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/New%20Orleans> "2005" "454863"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/New_York_City> "2005" "8143197"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Newark%20%28NJ%29> "2005" "280666"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Newport%20News> "2005" "179899"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Norfolk> "2005" "231954"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Norman%20%28OK%29> "2005" "101719"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/North%20Las%20Vegas%20%28NV%29> "2005" "176635"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Norwalk> "2005" "105834"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Oakland> "2005" "395274"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Oceanside> "2005" "166108"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Oklahoma%20City> "2005" "531324"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Olathe%20%28KS%29> "2005" "111334"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Omaha> "2005" "414521"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Ontario> "2005" "172679"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Orange%20%28CA%29> "2005" "134950"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Orlando> "2005" "213223"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Overland%20Park> "2005" "164811"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Oxnard> "2005" "183628"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Palmdale> "2005" "134570"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Pasadena%20%28CA%29> "2005" "143731"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Pasadena%20%28TX%29> "2005" "143852"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Paterson%20%28NJ%29> "2005" "149843"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Pembroke%20Pines> "2005" "150380"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Peoria> "2005" "138200"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Peoria> "2005" "112685"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Philadelphia> "2005" "1463281"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Phoenix%20%28AZ%29> "2005" "1461575"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Pittsburgh> "2005" "316718"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Plano> "2005" "250096"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Pomona> "2005" "153787"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Pompano%20Beach> "2005" "104179"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Port%20St.%20Lucie> "2005" "131692"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Portland> "2005" "533427"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Portsmouth> "2005" "100169"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Providence%20%28RI%29> "2005" "176862"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Provo%20%28UT%29> "2005" "113459"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Pueblo%20%28CO%29> "2005" "103495"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Raleigh> "2005" "341530"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Rancho%20Cucamonga> "2005" "169353"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Reno> "2005" "203550"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Richmond%20%28CA%29> "2005" "102186"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Richmond%20%28VA%29> "2005" "193777"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Riverside> "2005" "290086"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Rochester> "2005" "211091"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Rockford> "2005" "152916"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Roseville%20%28CA%29> "2005" "105940"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sacramento> "2005" "456441"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Salem> "2005" "148751"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Salinas%20%28CA%29> "2005" "146431"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Salt%20Lake%20City> "2005" "178097"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/San%20Antonio> "2005" "1256509"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/San%20Bernardino> "2005" "198550"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/San%20Buenaventura%20%28CA%29> "2005" "104017"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/San%20Diego> "2005" "1255540"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/San_Francisco> "2005" "739426"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/San%20Jose> "2005" "912332"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Santa%20Ana> "2005" "340368"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Santa%20Clara> "2005" "105402"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Santa%20Clarita%20%28CA%29> "2005" "168253"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Santa%20Rosa> "2005" "153158"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Savannah%20%28GA%29> "2005" "128453"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Scottsdale> "2005" "226013"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Seattle> "2005" "573911"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Shreveport> "2005" "198874"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Simi%20Valley> "2005" "118687"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sioux%20Falls> "2005" "139517"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/South%20Bend> "2005" "105262"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Spokane> "2005" "196818"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Springfield> "2005" "115668"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Springfield> "2005" "151732"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Springfield> "2005" "150298"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/St.%20Louis> "2005" "344362"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/St.%20Paul> "2005" "275150"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/St.%20Petersburg> "2005" "249079"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Stamford> "2005" "120045"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sterling%20Heights> "2005" "128034"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Stockton> "2005" "286926"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sunnyvale> "2005" "128902"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Syracuse%2C_Sicily> "2005" "141683"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Tacoma> "2005" "195898"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Tallahassee> "2005" "158500"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Tampa> "2005" "325989"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Tempe%20%28AZ%29> "2005" "161143"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Thornton%20%28CO%29> "2005" "105182"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Thousand%20Oaks> "2005" "124359"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Toledo%2C_Spain> "2005" "301285"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Topeka> "2005" "121946"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Torrance> "2005" "142384"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Tucson> "2005" "515526"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Tulsa> "2005" "382457"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Vallejo> "2005" "117483"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Vancouver> "2005" "157493"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Virginia%20Beach> "2005" "438415"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Visalia> "2005" "108669"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Waco> "2005" "120465"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Warren> "2005" "135311"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Washington%2C_D.C.> "2005" "550521"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Waterbury> "2005" "107902"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/West%20Covina> "2005" "108185"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/West%20Valley%20City> "2005" "113300"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/City_of_Westminster> "2005" "105084"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Wichita%20%28KS%29> "2005" "354865"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Winston-Salem> "2005" "193755"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Worcester> "2005" "175898"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Yonkers> "2005" "196425"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Abilene%20%28TX%29> "2000" "115930"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Akron> "2000" "217074"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Akron> "2000" "570215"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Albuquerque> "2000" "448607"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Albuquerque> "2000" "598191"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Alexandria> "2000" "128283"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Allentown%20%28PA%29> "2000" "106632"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Allentown%20%28PA%29> "2000" "576408"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Amarillo> "2000" "173627"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Amarillo> "2000" "179312"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Anaheim> "2000" "328014"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Anchorage> "2000" "260283"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Ann%20Arbor> "2000" "114024"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Ann%20Arbor> "2000" "283904"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Arlington%20%28TX%29> "2000" "332969"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Arlington%20%28VA%29> "2000" "189453"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Arvada%20%28CO%29> "2000" "102153"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Athens> "2000" "101489"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Athens> "2000" "106482"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Atlanta> "2000" "416474"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Atlanta> "2000" "3499840"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Augusta%20%28GA%29> "2000" "199775"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Augusta%20%28GA%29> "2000" "335630"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Aurora%20%28CO%29> "2000" "276393"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Aurora%20%28IL%29> "2000" "142990"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Austin> "2000" "656562"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Austin> "2000" "901920"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Bakersfield> "2000" "247057"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Bakersfield> "2000" "396125"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Baltimore> "2000" "651154"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Baltimore> "2000" "2076354"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Baton%20Rouge> "2000" "227818"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Baton%20Rouge> "2000" "479019"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Beaumont> "2000" "113866"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Beaumont> "2000" "139304"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Bellevue%20%28WA%29> "2000" "109569"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Berkeley%20%28CA%29> "2000" "102743"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Birmingham> "2000" "242820"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Birmingham> "2000" "663615"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Boise%20City> "2000" "185787"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Boise%20City> "2000" "272625"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Boston> "2000" "589141"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Boston> "2000" "4032484"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Boulder> "2000" "1"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Bridgeport> "2000" "139529"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Bridgeport> "2000" "888890"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Brownsville> "2000" "139722"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Brownsville> "2000" "165776"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Buffalo%20%28NY%29> "2000" "292648"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Buffalo%20%28NY%29> "2000" "976703"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Burbank> "2000" "100316"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Cambridge> "2000" "101355"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Cape%20Coral> "2000" "102286"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Cape%20Coral> "2000" "329757"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Carrollton> "2000" "109576"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Cedar%20Rapids> "2000" "120758"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Cedar%20Rapids> "2000" "155334"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Centennial%20%28CO%29> "2000" "1"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Chandler%20%28AZ%29> "2000" "176581"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Charlotte> "2000" "540828"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Charlotte> "2000" "758927"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Chattanooga> "2000" "155554"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Chattanooga> "2000" "343509"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Chesapeake%20%28VA%29> "2000" "199184"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Chicago> "2000" "2896016"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Chicago> "2000" "8307904"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Chula%20Vista> "2000" "173556"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Cincinnati> "2000" "331285"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Cincinnati> "2000" "1503262"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Clarksville%20%28TN%29> "2000" "103455"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Clarksville%20%28TN%29> "2000" "121775"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Clearwater> "2000" "108787"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Cleveland> "2000" "478403"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Cleveland> "2000" "1786647"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Colorado%20Springs> "2000" "360890"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Colorado%20Springs> "2000" "466122"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Columbia%20%28SC%29> "2000" "116278"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Columbia%20%28SC%29> "2000" "420537"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Columbus> "2000" "186291"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Columbus> "2000" "242324"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Columbus> "2000" "711470"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Columbus> "2000" "1133193"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Concord%20%28CA%29> "2000" "121780"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Concord%20%28CA%29> "2000" "552624"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Coral%20Springs> "2000" "117549"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Corona> "2000" "124966"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Corpus%20Christi> "2000" "277454"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Corpus%20Christi> "2000" "293925"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Costa%20Mesa> "2000" "108724"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Dallas> "2000" "1188580"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Dallas> "2000" "4145659"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Daly%20City> "2000" "103621"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Dayton> "2000" "166179"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Dayton> "2000" "703444"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Denver> "2000" "554636"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Denver> "2000" "1984887"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Des%20Moines> "2000" "198682"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Des%20Moines> "2000" "370505"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Detroit> "2000" "951270"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Detroit> "2000" "3903377"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Downey> "2000" "107323"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Durham> "2000" "187035"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Durham> "2000" "287796"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/El%20Monte> "2000" "115965"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/El%20Paso> "2000" "563662"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/El%20Paso> "2000" "674801"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Elizabeth> "2000" "120568"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Erie> "2000" "103717"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Erie> "2000" "194804"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Escondido> "2000" "133559"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Eugene%20%28OR%29> "2000" "137893"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Eugene%20%28OR%29> "2000" "224049"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Evansville> "2000" "121582"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Evansville> "2000" "211989"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Fayetteville%20%28NC%29> "2000" "121015"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Fayetteville%20%28NC%29> "2000" "172585"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Flint> "2000" "124943"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Flint> "2000" "365096"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Fontana%20%28CA%29> "2000" "128929"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Fort%20Collins> "2000" "118652"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Fort%20Collins> "2000" "206633"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Fort%20Lauderdale> "2000" "152397"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Fort%20Wayne> "2000" "205727"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Fort%20Wayne> "2000" "287759"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Fort%20Worth> "2000" "534694"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Fremont%20%28CA%29> "2000" "203413"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Fresno> "2000" "427652"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Fresno> "2000" "554923"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Frisco%20%28TX%29> "2000" "1"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Fullerton> "2000" "126003"^^<http://www.w3.org/2001/XMLSchema#double> .
